"region","hustyp","byggnadsperiod","år","Antal"
"Östhammar","flerbostadshus","uppgift saknas","2022",168
"Östhammar","flerbostadshus","uppgift saknas","2023",168
"Östhammar","flerbostadshus","uppgift saknas","2024",168
"Östhammar","övriga hus","-1930","2013",48
"Östhammar","övriga hus","-1930","2014",51
"Östhammar","övriga hus","-1930","2015",54
"Östhammar","övriga hus","-1930","2016",45
"Östhammar","övriga hus","-1930","2017",45
"Östhammar","övriga hus","-1930","2018",57
"Östhammar","övriga hus","-1930","2019",57
"Östhammar","övriga hus","-1930","2020",63
"Östhammar","övriga hus","-1930","2021",63
"Östhammar","övriga hus","-1930","2022",63
"Östhammar","övriga hus","-1930","2023",64
"Östhammar","övriga hus","-1930","2024",64
"Östhammar","övriga hus","1931-1940","2013",10
"Östhammar","övriga hus","1931-1940","2014",10
"Östhammar","övriga hus","1931-1940","2015",11
"Östhammar","övriga hus","1931-1940","2016",11
"Östhammar","övriga hus","1931-1940","2017",13
"Östhammar","övriga hus","1931-1940","2018",16
"Östhammar","övriga hus","1931-1940","2019",16
"Östhammar","övriga hus","1931-1940","2020",15
"Östhammar","övriga hus","1931-1940","2021",15
"Östhammar","övriga hus","1931-1940","2022",15
"Östhammar","övriga hus","1931-1940","2023",15
"Östhammar","övriga hus","1931-1940","2024",10
"Östhammar","övriga hus","1941-1950","2013",5
"Östhammar","övriga hus","1941-1950","2014",5
"Östhammar","övriga hus","1941-1950","2015",5
"Östhammar","övriga hus","1941-1950","2016",5
"Östhammar","övriga hus","1941-1950","2017",5
"Östhammar","övriga hus","1941-1950","2018",5
"Östhammar","övriga hus","1941-1950","2019",5
"Östhammar","övriga hus","1941-1950","2020",5
"Östhammar","övriga hus","1941-1950","2021",5
"Östhammar","övriga hus","1941-1950","2022",5
"Östhammar","övriga hus","1941-1950","2023",5
"Östhammar","övriga hus","1941-1950","2024",5
"Östhammar","övriga hus","1951-1960","2013",13
"Östhammar","övriga hus","1951-1960","2014",13
"Östhammar","övriga hus","1951-1960","2015",13
"Östhammar","övriga hus","1951-1960","2016",13
"Östhammar","övriga hus","1951-1960","2017",13
"Östhammar","övriga hus","1951-1960","2018",13
"Östhammar","övriga hus","1951-1960","2019",13
"Östhammar","övriga hus","1951-1960","2020",13
"Östhammar","övriga hus","1951-1960","2021",13
"Östhammar","övriga hus","1951-1960","2022",13
"Östhammar","övriga hus","1951-1960","2023",13
"Östhammar","övriga hus","1951-1960","2024",13
"Östhammar","övriga hus","1961-1970","2013",14
"Östhammar","övriga hus","1961-1970","2014",14
"Östhammar","övriga hus","1961-1970","2015",14
"Östhammar","övriga hus","1961-1970","2016",14
"Östhammar","övriga hus","1961-1970","2017",14
"Östhammar","övriga hus","1961-1970","2018",14
"Östhammar","övriga hus","1961-1970","2019",14
"Östhammar","övriga hus","1961-1970","2020",14
"Östhammar","övriga hus","1961-1970","2021",14
"Östhammar","övriga hus","1961-1970","2022",14
"Östhammar","övriga hus","1961-1970","2023",14
"Östhammar","övriga hus","1961-1970","2024",19
"Östhammar","övriga hus","1971-1980","2013",1
"Östhammar","övriga hus","1971-1980","2014",1
"Östhammar","övriga hus","1971-1980","2015",1
"Östhammar","övriga hus","1971-1980","2016",1
"Östhammar","övriga hus","1971-1980","2017",1
"Östhammar","övriga hus","1971-1980","2018",1
"Östhammar","övriga hus","1971-1980","2019",1
"Östhammar","övriga hus","1971-1980","2020",1
"Östhammar","övriga hus","1971-1980","2021",1
"Östhammar","övriga hus","1971-1980","2022",1
"Östhammar","övriga hus","1971-1980","2023",1
"Östhammar","övriga hus","1971-1980","2024",1
"Östhammar","övriga hus","1981-1990","2013",14
"Östhammar","övriga hus","1981-1990","2014",14
"Östhammar","övriga hus","1981-1990","2015",15
"Östhammar","övriga hus","1981-1990","2016",15
"Östhammar","övriga hus","1981-1990","2017",15
"Östhammar","övriga hus","1981-1990","2018",15
"Östhammar","övriga hus","1981-1990","2019",15
"Östhammar","övriga hus","1981-1990","2020",15
"Östhammar","övriga hus","1981-1990","2021",15
"Östhammar","övriga hus","1981-1990","2022",15
"Östhammar","övriga hus","1981-1990","2023",15
"Östhammar","övriga hus","1981-1990","2024",16
"Östhammar","övriga hus","1991-2000","2013",1
"Östhammar","övriga hus","1991-2000","2014",1
"Östhammar","övriga hus","1991-2000","2015",11
"Östhammar","övriga hus","1991-2000","2016",11
"Östhammar","övriga hus","1991-2000","2017",11
"Östhammar","övriga hus","1991-2000","2018",11
"Östhammar","övriga hus","1991-2000","2019",11
"Östhammar","övriga hus","1991-2000","2020",11
"Östhammar","övriga hus","1991-2000","2021",11
"Östhammar","övriga hus","1991-2000","2022",11
"Östhammar","övriga hus","1991-2000","2023",11
"Östhammar","övriga hus","1991-2000","2024",10
"Östhammar","övriga hus","2001-2010","2013",1
"Östhammar","övriga hus","2001-2010","2014",1
"Östhammar","övriga hus","2001-2010","2015",1
"Östhammar","övriga hus","2001-2010","2016",1
"Östhammar","övriga hus","2001-2010","2017",1
"Östhammar","övriga hus","2001-2010","2018",1
"Östhammar","övriga hus","2001-2010","2019",1
"Östhammar","övriga hus","2001-2010","2020",1
"Östhammar","övriga hus","2001-2010","2021",1
"Östhammar","övriga hus","2001-2010","2022",1
"Östhammar","övriga hus","2001-2010","2023",1
"Östhammar","övriga hus","2001-2010","2024",1
"Östhammar","övriga hus","2011-2020","2013",1
"Östhammar","övriga hus","2011-2020","2014",1
"Östhammar","övriga hus","2011-2020","2015",1
"Östhammar","övriga hus","2011-2020","2016",3
"Östhammar","övriga hus","2011-2020","2017",3
"Östhammar","övriga hus","2011-2020","2018",3
"Östhammar","övriga hus","2011-2020","2019",5
"Östhammar","övriga hus","2011-2020","2020",4
"Östhammar","övriga hus","2011-2020","2021",5
"Östhammar","övriga hus","2011-2020","2022",4
"Östhammar","övriga hus","2011-2020","2023",4
"Östhammar","övriga hus","2011-2020","2024",4
"Östhammar","övriga hus","2021-","2013",0
"Östhammar","övriga hus","2021-","2014",0
"Östhammar","övriga hus","2021-","2015",0
"Östhammar","övriga hus","2021-","2016",0
"Östhammar","övriga hus","2021-","2017",0
"Östhammar","övriga hus","2021-","2018",0
"Östhammar","övriga hus","2021-","2019",0
"Östhammar","övriga hus","2021-","2020",0
"Östhammar","övriga hus","2021-","2021",0
"Östhammar","övriga hus","2021-","2022",0
"Östhammar","övriga hus","2021-","2023",0
"Östhammar","övriga hus","2021-","2024",0
"Östhammar","övriga hus","uppgift saknas","2013",34
"Östhammar","övriga hus","uppgift saknas","2014",32
"Östhammar","övriga hus","uppgift saknas","2015",29
"Östhammar","övriga hus","uppgift saknas","2016",39
"Östhammar","övriga hus","uppgift saknas","2017",39
"Östhammar","övriga hus","uppgift saknas","2018",27
"Östhammar","övriga hus","uppgift saknas","2019",25
"Östhammar","övriga hus","uppgift saknas","2020",25
"Östhammar","övriga hus","uppgift saknas","2021",25
"Östhammar","övriga hus","uppgift saknas","2022",25
"Östhammar","övriga hus","uppgift saknas","2023",25
"Östhammar","övriga hus","uppgift saknas","2024",25
