"region","hustyp","lägenhetstyp","år","Antal"
"Tierp","flerbostadshus","5 rum och kök","2016",29
"Tierp","flerbostadshus","5 rum och kök","2017",29
"Tierp","flerbostadshus","5 rum och kök","2018",27
"Tierp","flerbostadshus","5 rum och kök","2019",28
"Tierp","flerbostadshus","5 rum och kök","2020",27
"Tierp","flerbostadshus","5 rum och kök","2021",27
"Tierp","flerbostadshus","5 rum och kök","2022",27
"Tierp","flerbostadshus","5 rum och kök","2023",27
"Tierp","flerbostadshus","5 rum och kök","2024",27
"Tierp","flerbostadshus","6 eller flera rum och kök","2013",3
"Tierp","flerbostadshus","6 eller flera rum och kök","2014",3
"Tierp","flerbostadshus","6 eller flera rum och kök","2015",3
"Tierp","flerbostadshus","6 eller flera rum och kök","2016",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2017",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2018",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2019",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2020",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2021",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2022",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2023",4
"Tierp","flerbostadshus","6 eller flera rum och kök","2024",4
"Tierp","flerbostadshus","uppgift saknas","2013",81
"Tierp","flerbostadshus","uppgift saknas","2014",84
"Tierp","flerbostadshus","uppgift saknas","2015",84
"Tierp","flerbostadshus","uppgift saknas","2016",84
"Tierp","flerbostadshus","uppgift saknas","2017",84
"Tierp","flerbostadshus","uppgift saknas","2018",84
"Tierp","flerbostadshus","uppgift saknas","2019",84
"Tierp","flerbostadshus","uppgift saknas","2020",84
"Tierp","flerbostadshus","uppgift saknas","2021",84
"Tierp","flerbostadshus","uppgift saknas","2022",81
"Tierp","flerbostadshus","uppgift saknas","2023",81
"Tierp","flerbostadshus","uppgift saknas","2024",81
"Tierp","övriga hus","lägenheter utan köksutrustning","2013",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2014",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2015",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2016",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2017",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2018",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2019",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2020",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2021",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2022",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2023",0
"Tierp","övriga hus","lägenheter utan köksutrustning","2024",0
"Tierp","övriga hus","1 rum och kök","2013",2
"Tierp","övriga hus","1 rum och kök","2014",3
"Tierp","övriga hus","1 rum och kök","2015",4
"Tierp","övriga hus","1 rum och kök","2016",4
"Tierp","övriga hus","1 rum och kök","2017",4
"Tierp","övriga hus","1 rum och kök","2018",4
"Tierp","övriga hus","1 rum och kök","2019",5
"Tierp","övriga hus","1 rum och kök","2020",5
"Tierp","övriga hus","1 rum och kök","2021",5
"Tierp","övriga hus","1 rum och kök","2022",5
"Tierp","övriga hus","1 rum och kök","2023",5
"Tierp","övriga hus","1 rum och kök","2024",5
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2013",14
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2014",14
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2015",14
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2016",14
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2017",14
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2018",1
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2019",1
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2020",1
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2021",3
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2022",3
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2023",3
"Tierp","övriga hus","1 rum och kokvrå/kokskåp","2024",3
"Tierp","övriga hus","2 rum och kök","2013",35
"Tierp","övriga hus","2 rum och kök","2014",33
"Tierp","övriga hus","2 rum och kök","2015",34
"Tierp","övriga hus","2 rum och kök","2016",36
"Tierp","övriga hus","2 rum och kök","2017",35
"Tierp","övriga hus","2 rum och kök","2018",35
"Tierp","övriga hus","2 rum och kök","2019",34
"Tierp","övriga hus","2 rum och kök","2020",34
"Tierp","övriga hus","2 rum och kök","2021",36
"Tierp","övriga hus","2 rum och kök","2022",36
"Tierp","övriga hus","2 rum och kök","2023",37
"Tierp","övriga hus","2 rum och kök","2024",37
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2013",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2014",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2015",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2016",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2017",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2018",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2019",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2020",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2021",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2022",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2023",1
"Tierp","övriga hus","2 eller flera rum och kokvrå/kokskåp","2024",1
"Tierp","övriga hus","3 rum och kök","2013",25
"Tierp","övriga hus","3 rum och kök","2014",26
"Tierp","övriga hus","3 rum och kök","2015",27
"Tierp","övriga hus","3 rum och kök","2016",27
"Tierp","övriga hus","3 rum och kök","2017",27
"Tierp","övriga hus","3 rum och kök","2018",27
"Tierp","övriga hus","3 rum och kök","2019",27
"Tierp","övriga hus","3 rum och kök","2020",27
"Tierp","övriga hus","3 rum och kök","2021",27
"Tierp","övriga hus","3 rum och kök","2022",27
"Tierp","övriga hus","3 rum och kök","2023",27
"Tierp","övriga hus","3 rum och kök","2024",27
"Tierp","övriga hus","4 rum och kök","2013",6
"Tierp","övriga hus","4 rum och kök","2014",6
"Tierp","övriga hus","4 rum och kök","2015",6
"Tierp","övriga hus","4 rum och kök","2016",6
"Tierp","övriga hus","4 rum och kök","2017",6
"Tierp","övriga hus","4 rum och kök","2018",6
"Tierp","övriga hus","4 rum och kök","2019",6
"Tierp","övriga hus","4 rum och kök","2020",6
"Tierp","övriga hus","4 rum och kök","2021",6
"Tierp","övriga hus","4 rum och kök","2022",6
"Tierp","övriga hus","4 rum och kök","2023",6
"Tierp","övriga hus","4 rum och kök","2024",6
"Tierp","övriga hus","5 rum och kök","2013",8
"Tierp","övriga hus","5 rum och kök","2014",8
"Tierp","övriga hus","5 rum och kök","2015",8
"Tierp","övriga hus","5 rum och kök","2016",8
"Tierp","övriga hus","5 rum och kök","2017",8
"Tierp","övriga hus","5 rum och kök","2018",8
"Tierp","övriga hus","5 rum och kök","2019",8
"Tierp","övriga hus","5 rum och kök","2020",8
"Tierp","övriga hus","5 rum och kök","2021",8
"Tierp","övriga hus","5 rum och kök","2022",8
"Tierp","övriga hus","5 rum och kök","2023",8
"Tierp","övriga hus","5 rum och kök","2024",8
"Tierp","övriga hus","6 eller flera rum och kök","2013",6
"Tierp","övriga hus","6 eller flera rum och kök","2014",6
"Tierp","övriga hus","6 eller flera rum och kök","2015",6
"Tierp","övriga hus","6 eller flera rum och kök","2016",6
"Tierp","övriga hus","6 eller flera rum och kök","2017",6
"Tierp","övriga hus","6 eller flera rum och kök","2018",7
"Tierp","övriga hus","6 eller flera rum och kök","2019",7
"Tierp","övriga hus","6 eller flera rum och kök","2020",7
"Tierp","övriga hus","6 eller flera rum och kök","2021",7
"Tierp","övriga hus","6 eller flera rum och kök","2022",7
"Tierp","övriga hus","6 eller flera rum och kök","2023",7
"Tierp","övriga hus","6 eller flera rum och kök","2024",7
"Tierp","övriga hus","uppgift saknas","2013",32
"Tierp","övriga hus","uppgift saknas","2014",62
"Tierp","övriga hus","uppgift saknas","2015",64
"Tierp","övriga hus","uppgift saknas","2016",66
"Tierp","övriga hus","uppgift saknas","2017",70
"Tierp","övriga hus","uppgift saknas","2018",77
"Tierp","övriga hus","uppgift saknas","2019",72
"Tierp","övriga hus","uppgift saknas","2020",72
"Tierp","övriga hus","uppgift saknas","2021",73
"Tierp","övriga hus","uppgift saknas","2022",75
"Tierp","övriga hus","uppgift saknas","2023",75
"Tierp","övriga hus","uppgift saknas","2024",73
"Tierp","specialbostäder","lägenheter utan köksutrustning","2013",9
"Tierp","specialbostäder","lägenheter utan köksutrustning","2014",9
"Tierp","specialbostäder","lägenheter utan köksutrustning","2015",9
"Tierp","specialbostäder","lägenheter utan köksutrustning","2016",10
"Tierp","specialbostäder","lägenheter utan köksutrustning","2017",10
"Tierp","specialbostäder","lägenheter utan köksutrustning","2018",10
"Tierp","specialbostäder","lägenheter utan köksutrustning","2019",10
"Tierp","specialbostäder","lägenheter utan köksutrustning","2020",67
"Tierp","specialbostäder","lägenheter utan köksutrustning","2021",67
"Tierp","specialbostäder","lägenheter utan köksutrustning","2022",67
"Tierp","specialbostäder","lägenheter utan köksutrustning","2023",67
"Tierp","specialbostäder","lägenheter utan köksutrustning","2024",67
"Tierp","specialbostäder","1 rum och kök","2013",18
"Tierp","specialbostäder","1 rum och kök","2014",18
"Tierp","specialbostäder","1 rum och kök","2015",18
"Tierp","specialbostäder","1 rum och kök","2016",21
"Tierp","specialbostäder","1 rum och kök","2017",21
"Tierp","specialbostäder","1 rum och kök","2018",21
"Tierp","specialbostäder","1 rum och kök","2019",21
"Tierp","specialbostäder","1 rum och kök","2020",21
"Tierp","specialbostäder","1 rum och kök","2021",21
"Tierp","specialbostäder","1 rum och kök","2022",21
"Tierp","specialbostäder","1 rum och kök","2023",21
"Tierp","specialbostäder","1 rum och kök","2024",21
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2013",187
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2014",193
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2015",193
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2016",193
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2017",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2018",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2019",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2020",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2021",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2022",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2023",183
"Tierp","specialbostäder","1 rum och kokvrå/kokskåp","2024",183
"Tierp","specialbostäder","2 rum och kök","2013",29
"Tierp","specialbostäder","2 rum och kök","2014",31
"Tierp","specialbostäder","2 rum och kök","2015",31
"Tierp","specialbostäder","2 rum och kök","2016",31
"Tierp","specialbostäder","2 rum och kök","2017",30
"Tierp","specialbostäder","2 rum och kök","2018",30
"Tierp","specialbostäder","2 rum och kök","2019",30
"Tierp","specialbostäder","2 rum och kök","2020",30
"Tierp","specialbostäder","2 rum och kök","2021",36
"Tierp","specialbostäder","2 rum och kök","2022",36
"Tierp","specialbostäder","2 rum och kök","2023",36
"Tierp","specialbostäder","2 rum och kök","2024",36
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2013",26
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2014",26
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2015",26
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2016",26
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2017",26
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2018",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2019",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2020",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2021",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2022",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2023",27
"Tierp","specialbostäder","2 eller flera rum och kokvrå/kokskåp","2024",27
"Tierp","specialbostäder","3 rum och kök","2013",2
"Tierp","specialbostäder","3 rum och kök","2014",2
"Tierp","specialbostäder","3 rum och kök","2015",2
"Tierp","specialbostäder","3 rum och kök","2016",2
"Tierp","specialbostäder","3 rum och kök","2017",2
"Tierp","specialbostäder","3 rum och kök","2018",2
"Tierp","specialbostäder","3 rum och kök","2019",2
"Tierp","specialbostäder","3 rum och kök","2020",2
"Tierp","specialbostäder","3 rum och kök","2021",2
"Tierp","specialbostäder","3 rum och kök","2022",2
"Tierp","specialbostäder","3 rum och kök","2023",2
"Tierp","specialbostäder","3 rum och kök","2024",2
"Tierp","specialbostäder","4 rum och kök","2013",1
"Tierp","specialbostäder","4 rum och kök","2014",1
"Tierp","specialbostäder","4 rum och kök","2015",2
"Tierp","specialbostäder","4 rum och kök","2016",2
"Tierp","specialbostäder","4 rum och kök","2017",2
"Tierp","specialbostäder","4 rum och kök","2018",2
"Tierp","specialbostäder","4 rum och kök","2019",2
"Tierp","specialbostäder","4 rum och kök","2020",2
"Tierp","specialbostäder","4 rum och kök","2021",2
"Tierp","specialbostäder","4 rum och kök","2022",2
"Tierp","specialbostäder","4 rum och kök","2023",2
"Tierp","specialbostäder","4 rum och kök","2024",2
"Tierp","specialbostäder","5 rum och kök","2013",0
"Tierp","specialbostäder","5 rum och kök","2014",0
"Tierp","specialbostäder","5 rum och kök","2015",1
"Tierp","specialbostäder","5 rum och kök","2016",1
"Tierp","specialbostäder","5 rum och kök","2017",1
"Tierp","specialbostäder","5 rum och kök","2018",1
"Tierp","specialbostäder","5 rum och kök","2019",1
"Tierp","specialbostäder","5 rum och kök","2020",1
"Tierp","specialbostäder","5 rum och kök","2021",1
"Tierp","specialbostäder","5 rum och kök","2022",1
"Tierp","specialbostäder","5 rum och kök","2023",1
"Tierp","specialbostäder","5 rum och kök","2024",1
"Tierp","specialbostäder","6 eller flera rum och kök","2013",1
"Tierp","specialbostäder","6 eller flera rum och kök","2014",1
"Tierp","specialbostäder","6 eller flera rum och kök","2015",1
"Tierp","specialbostäder","6 eller flera rum och kök","2016",1
"Tierp","specialbostäder","6 eller flera rum och kök","2017",1
"Tierp","specialbostäder","6 eller flera rum och kök","2018",1
"Tierp","specialbostäder","6 eller flera rum och kök","2019",1
"Tierp","specialbostäder","6 eller flera rum och kök","2020",1
"Tierp","specialbostäder","6 eller flera rum och kök","2021",1
"Tierp","specialbostäder","6 eller flera rum och kök","2022",1
"Tierp","specialbostäder","6 eller flera rum och kök","2023",1
"Tierp","specialbostäder","6 eller flera rum och kök","2024",1
"Tierp","specialbostäder","uppgift saknas","2013",3
"Tierp","specialbostäder","uppgift saknas","2014",3
"Tierp","specialbostäder","uppgift saknas","2015",3
"Tierp","specialbostäder","uppgift saknas","2016",3
"Tierp","specialbostäder","uppgift saknas","2017",3
"Tierp","specialbostäder","uppgift saknas","2018",3
"Tierp","specialbostäder","uppgift saknas","2019",3
"Tierp","specialbostäder","uppgift saknas","2020",3
"Tierp","specialbostäder","uppgift saknas","2021",3
"Tierp","specialbostäder","uppgift saknas","2022",3
"Tierp","specialbostäder","uppgift saknas","2023",3
"Tierp","specialbostäder","uppgift saknas","2024",3
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2013",96
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2014",96
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2015",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2016",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2017",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2018",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2019",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2020",84
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2021",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2022",85
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2023",86
"Uppsala","flerbostadshus","lägenheter utan köksutrustning","2024",85
"Uppsala","flerbostadshus","1 rum och kök","2013",5517
"Uppsala","flerbostadshus","1 rum och kök","2014",5607
"Uppsala","flerbostadshus","1 rum och kök","2015",5820
"Uppsala","flerbostadshus","1 rum och kök","2016",6058
"Uppsala","flerbostadshus","1 rum och kök","2017",6502
"Uppsala","flerbostadshus","1 rum och kök","2018",7142
"Uppsala","flerbostadshus","1 rum och kök","2019",7681
"Uppsala","flerbostadshus","1 rum och kök","2020",7808
"Uppsala","flerbostadshus","1 rum och kök","2021",8415
"Uppsala","flerbostadshus","1 rum och kök","2022",9122
"Uppsala","flerbostadshus","1 rum och kök","2023",9613
"Uppsala","flerbostadshus","1 rum och kök","2024",9932
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2013",2756
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2014",2769
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2015",2758
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2016",2763
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2017",3010
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2018",3021
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2019",3043
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2020",3044
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2021",3050
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2022",3114
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2023",3193
"Uppsala","flerbostadshus","1 rum och kokvrå/kokskåp","2024",3208
"Uppsala","flerbostadshus","2 rum och kök","2013",18141
"Uppsala","flerbostadshus","2 rum och kök","2014",18385
"Uppsala","flerbostadshus","2 rum och kök","2015",18836
"Uppsala","flerbostadshus","2 rum och kök","2016",19696
"Uppsala","flerbostadshus","2 rum och kök","2017",20648
"Uppsala","flerbostadshus","2 rum och kök","2018",21815
"Uppsala","flerbostadshus","2 rum och kök","2019",22665
"Uppsala","flerbostadshus","2 rum och kök","2020",22890
"Uppsala","flerbostadshus","2 rum och kök","2021",23804
"Uppsala","flerbostadshus","2 rum och kök","2022",24513
"Uppsala","flerbostadshus","2 rum och kök","2023",25210
"Uppsala","flerbostadshus","2 rum och kök","2024",25779
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2013",1617
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2014",1617
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2015",1618
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2016",1622
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2017",1621
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2018",1623
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2019",1624
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2020",1626
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2021",1627
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2022",1626
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2023",1613
"Uppsala","flerbostadshus","2 eller flera rum och kokvrå/kokskåp","2024",1613
"Uppsala","flerbostadshus","3 rum och kök","2013",17919
"Uppsala","flerbostadshus","3 rum och kök","2014",18169
"Uppsala","flerbostadshus","3 rum och kök","2015",18651
"Uppsala","flerbostadshus","3 rum och kök","2016",18990
"Uppsala","flerbostadshus","3 rum och kök","2017",19315
"Uppsala","flerbostadshus","3 rum och kök","2018",19907
"Uppsala","flerbostadshus","3 rum och kök","2019",20308
"Uppsala","flerbostadshus","3 rum och kök","2020",20501
"Uppsala","flerbostadshus","3 rum och kök","2021",20939
"Uppsala","flerbostadshus","3 rum och kök","2022",20972
"Uppsala","flerbostadshus","3 rum och kök","2023",21315
"Uppsala","flerbostadshus","3 rum och kök","2024",21636
"Uppsala","flerbostadshus","4 rum och kök","2013",8493
"Uppsala","flerbostadshus","4 rum och kök","2014",8677
"Uppsala","flerbostadshus","4 rum och kök","2015",8976
"Uppsala","flerbostadshus","4 rum och kök","2016",9218
"Uppsala","flerbostadshus","4 rum och kök","2017",9422
"Uppsala","flerbostadshus","4 rum och kök","2018",9831
"Uppsala","flerbostadshus","4 rum och kök","2019",10019
"Uppsala","flerbostadshus","4 rum och kök","2020",10143
"Uppsala","flerbostadshus","4 rum och kök","2021",10300
"Uppsala","flerbostadshus","4 rum och kök","2022",10413
"Uppsala","flerbostadshus","4 rum och kök","2023",10597
"Uppsala","flerbostadshus","4 rum och kök","2024",10757
"Uppsala","flerbostadshus","5 rum och kök","2013",2200
"Uppsala","flerbostadshus","5 rum och kök","2014",2249
"Uppsala","flerbostadshus","5 rum och kök","2015",2348
"Uppsala","flerbostadshus","5 rum och kök","2016",2401
"Uppsala","flerbostadshus","5 rum och kök","2017",2438
"Uppsala","flerbostadshus","5 rum och kök","2018",2517
"Uppsala","flerbostadshus","5 rum och kök","2019",2563
"Uppsala","flerbostadshus","5 rum och kök","2020",2574
"Uppsala","flerbostadshus","5 rum och kök","2021",2604
"Uppsala","flerbostadshus","5 rum och kök","2022",2634
"Uppsala","flerbostadshus","5 rum och kök","2023",2646
"Uppsala","flerbostadshus","5 rum och kök","2024",2672
"Uppsala","flerbostadshus","6 eller flera rum och kök","2013",368
"Uppsala","flerbostadshus","6 eller flera rum och kök","2014",368
"Uppsala","flerbostadshus","6 eller flera rum och kök","2015",380
"Uppsala","flerbostadshus","6 eller flera rum och kök","2016",387
"Uppsala","flerbostadshus","6 eller flera rum och kök","2017",387
"Uppsala","flerbostadshus","6 eller flera rum och kök","2018",406
"Uppsala","flerbostadshus","6 eller flera rum och kök","2019",417
"Uppsala","flerbostadshus","6 eller flera rum och kök","2020",417
"Uppsala","flerbostadshus","6 eller flera rum och kök","2021",410
"Uppsala","flerbostadshus","6 eller flera rum och kök","2022",410
"Uppsala","flerbostadshus","6 eller flera rum och kök","2023",412
"Uppsala","flerbostadshus","6 eller flera rum och kök","2024",415
"Uppsala","flerbostadshus","uppgift saknas","2013",52
"Uppsala","flerbostadshus","uppgift saknas","2014",52
"Uppsala","flerbostadshus","uppgift saknas","2015",69
"Uppsala","flerbostadshus","uppgift saknas","2016",69
"Uppsala","flerbostadshus","uppgift saknas","2017",69
"Uppsala","flerbostadshus","uppgift saknas","2018",74
"Uppsala","flerbostadshus","uppgift saknas","2019",74
"Uppsala","flerbostadshus","uppgift saknas","2020",76
"Uppsala","flerbostadshus","uppgift saknas","2021",75
"Uppsala","flerbostadshus","uppgift saknas","2022",75
"Uppsala","flerbostadshus","uppgift saknas","2023",75
"Uppsala","flerbostadshus","uppgift saknas","2024",80
"Uppsala","övriga hus","lägenheter utan köksutrustning","2013",15
"Uppsala","övriga hus","lägenheter utan köksutrustning","2014",15
"Uppsala","övriga hus","lägenheter utan köksutrustning","2015",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2016",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2017",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2018",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2019",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2020",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2021",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2022",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2023",31
"Uppsala","övriga hus","lägenheter utan köksutrustning","2024",31
"Uppsala","övriga hus","1 rum och kök","2013",132
"Uppsala","övriga hus","1 rum och kök","2014",126
"Uppsala","övriga hus","1 rum och kök","2015",128
"Uppsala","övriga hus","1 rum och kök","2016",176
"Uppsala","övriga hus","1 rum och kök","2017",205
"Uppsala","övriga hus","1 rum och kök","2018",270
"Uppsala","övriga hus","1 rum och kök","2019",240
"Uppsala","övriga hus","1 rum och kök","2020",242
"Uppsala","övriga hus","1 rum och kök","2021",252
"Uppsala","övriga hus","1 rum och kök","2022",256
"Uppsala","övriga hus","1 rum och kök","2023",239
"Uppsala","övriga hus","1 rum och kök","2024",247
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2013",155
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2014",155
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2015",177
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2016",177
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2017",177
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2018",177
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2019",172
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2020",173
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2021",173
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2022",178
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2023",135
"Uppsala","övriga hus","1 rum och kokvrå/kokskåp","2024",135
"Uppsala","övriga hus","2 rum och kök","2013",295
"Uppsala","övriga hus","2 rum och kök","2014",265
"Uppsala","övriga hus","2 rum och kök","2015",295
"Uppsala","övriga hus","2 rum och kök","2016",298
"Uppsala","övriga hus","2 rum och kök","2017",298
"Uppsala","övriga hus","2 rum och kök","2018",298
"Uppsala","övriga hus","2 rum och kök","2019",309
"Uppsala","övriga hus","2 rum och kök","2020",323
"Uppsala","övriga hus","2 rum och kök","2021",322
"Uppsala","övriga hus","2 rum och kök","2022",322
"Uppsala","övriga hus","2 rum och kök","2023",285
"Uppsala","övriga hus","2 rum och kök","2024",286
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2013",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2014",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2015",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2016",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2017",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2018",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2019",70
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2020",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2021",69
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2022",74
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2023",72
"Uppsala","övriga hus","2 eller flera rum och kokvrå/kokskåp","2024",72
"Uppsala","övriga hus","3 rum och kök","2013",333
"Uppsala","övriga hus","3 rum och kök","2014",311
"Uppsala","övriga hus","3 rum och kök","2015",312
"Uppsala","övriga hus","3 rum och kök","2016",316
"Uppsala","övriga hus","3 rum och kök","2017",316
"Uppsala","övriga hus","3 rum och kök","2018",317
"Uppsala","övriga hus","3 rum och kök","2019",312
"Uppsala","övriga hus","3 rum och kök","2020",324
"Uppsala","övriga hus","3 rum och kök","2021",320
"Uppsala","övriga hus","3 rum och kök","2022",324
"Uppsala","övriga hus","3 rum och kök","2023",315
"Uppsala","övriga hus","3 rum och kök","2024",291
"Uppsala","övriga hus","4 rum och kök","2013",210
"Uppsala","övriga hus","4 rum och kök","2014",204
"Uppsala","övriga hus","4 rum och kök","2015",204
"Uppsala","övriga hus","4 rum och kök","2016",206
