"region","hustyp","upplåtelseform","år","Antal"
"Älvkarleby","specialbostäder","bostadsrätt","1991",0
"Älvkarleby","specialbostäder","bostadsrätt","1992",0
"Älvkarleby","specialbostäder","bostadsrätt","1993",0
"Älvkarleby","specialbostäder","bostadsrätt","1994",0
"Älvkarleby","specialbostäder","bostadsrätt","1995",0
"Älvkarleby","specialbostäder","bostadsrätt","1996",0
"Älvkarleby","specialbostäder","bostadsrätt","1997",0
"Älvkarleby","specialbostäder","bostadsrätt","1998",0
"Älvkarleby","specialbostäder","bostadsrätt","1999",0
"Älvkarleby","specialbostäder","bostadsrätt","2000",0
"Älvkarleby","specialbostäder","bostadsrätt","2001",0
"Älvkarleby","specialbostäder","bostadsrätt","2002",0
"Älvkarleby","specialbostäder","bostadsrätt","2003",0
"Älvkarleby","specialbostäder","bostadsrätt","2004",0
"Älvkarleby","specialbostäder","bostadsrätt","2005",0
"Älvkarleby","specialbostäder","bostadsrätt","2006",0
"Älvkarleby","specialbostäder","bostadsrätt","2007",0
"Älvkarleby","specialbostäder","bostadsrätt","2008",0
"Älvkarleby","specialbostäder","bostadsrätt","2009",0
"Älvkarleby","specialbostäder","bostadsrätt","2010",0
"Älvkarleby","specialbostäder","bostadsrätt","2011",0
"Älvkarleby","specialbostäder","bostadsrätt","2012",0
"Älvkarleby","specialbostäder","bostadsrätt","2013",0
"Älvkarleby","specialbostäder","bostadsrätt","2014",0
"Älvkarleby","specialbostäder","bostadsrätt","2015",0
"Älvkarleby","specialbostäder","bostadsrätt","2016",0
"Älvkarleby","specialbostäder","bostadsrätt","2017",0
"Älvkarleby","specialbostäder","bostadsrätt","2018",0
"Älvkarleby","specialbostäder","bostadsrätt","2019",0
"Älvkarleby","specialbostäder","bostadsrätt","2020",0
"Älvkarleby","specialbostäder","bostadsrätt","2021",0
"Älvkarleby","specialbostäder","bostadsrätt","2022",0
"Älvkarleby","specialbostäder","bostadsrätt","2023",0
"Älvkarleby","specialbostäder","bostadsrätt","2024",0
"Älvkarleby","specialbostäder","äganderätt","1990",0
"Älvkarleby","specialbostäder","äganderätt","1991",0
"Älvkarleby","specialbostäder","äganderätt","1992",0
"Älvkarleby","specialbostäder","äganderätt","1993",0
"Älvkarleby","specialbostäder","äganderätt","1994",0
"Älvkarleby","specialbostäder","äganderätt","1995",0
"Älvkarleby","specialbostäder","äganderätt","1996",0
"Älvkarleby","specialbostäder","äganderätt","1997",0
"Älvkarleby","specialbostäder","äganderätt","1998",0
"Älvkarleby","specialbostäder","äganderätt","1999",0
"Älvkarleby","specialbostäder","äganderätt","2000",0
"Älvkarleby","specialbostäder","äganderätt","2001",0
"Älvkarleby","specialbostäder","äganderätt","2002",0
"Älvkarleby","specialbostäder","äganderätt","2003",0
"Älvkarleby","specialbostäder","äganderätt","2004",0
"Älvkarleby","specialbostäder","äganderätt","2005",0
"Älvkarleby","specialbostäder","äganderätt","2006",0
"Älvkarleby","specialbostäder","äganderätt","2007",0
"Älvkarleby","specialbostäder","äganderätt","2008",0
"Älvkarleby","specialbostäder","äganderätt","2009",0
"Älvkarleby","specialbostäder","äganderätt","2010",0
"Älvkarleby","specialbostäder","äganderätt","2011",0
"Älvkarleby","specialbostäder","äganderätt","2012",0
"Älvkarleby","specialbostäder","äganderätt","2013",0
"Älvkarleby","specialbostäder","äganderätt","2014",0
"Älvkarleby","specialbostäder","äganderätt","2015",0
"Älvkarleby","specialbostäder","äganderätt","2016",0
"Älvkarleby","specialbostäder","äganderätt","2017",0
"Älvkarleby","specialbostäder","äganderätt","2018",0
"Älvkarleby","specialbostäder","äganderätt","2019",0
"Älvkarleby","specialbostäder","äganderätt","2020",0
"Älvkarleby","specialbostäder","äganderätt","2021",0
"Älvkarleby","specialbostäder","äganderätt","2022",0
"Älvkarleby","specialbostäder","äganderätt","2023",0
"Älvkarleby","specialbostäder","äganderätt","2024",0
"Älvkarleby","specialbostäder","uppgift saknas","1990",0
"Älvkarleby","specialbostäder","uppgift saknas","1991",0
"Älvkarleby","specialbostäder","uppgift saknas","1992",0
"Älvkarleby","specialbostäder","uppgift saknas","1993",0
"Älvkarleby","specialbostäder","uppgift saknas","1994",0
"Älvkarleby","specialbostäder","uppgift saknas","1995",0
"Älvkarleby","specialbostäder","uppgift saknas","1996",0
"Älvkarleby","specialbostäder","uppgift saknas","1997",0
"Älvkarleby","specialbostäder","uppgift saknas","1998",0
"Älvkarleby","specialbostäder","uppgift saknas","1999",0
"Älvkarleby","specialbostäder","uppgift saknas","2000",0
"Älvkarleby","specialbostäder","uppgift saknas","2001",0
"Älvkarleby","specialbostäder","uppgift saknas","2002",0
"Älvkarleby","specialbostäder","uppgift saknas","2003",0
"Älvkarleby","specialbostäder","uppgift saknas","2004",0
"Älvkarleby","specialbostäder","uppgift saknas","2005",0
"Älvkarleby","specialbostäder","uppgift saknas","2006",0
"Älvkarleby","specialbostäder","uppgift saknas","2007",0
"Älvkarleby","specialbostäder","uppgift saknas","2008",0
"Älvkarleby","specialbostäder","uppgift saknas","2009",0
"Älvkarleby","specialbostäder","uppgift saknas","2010",0
"Älvkarleby","specialbostäder","uppgift saknas","2011",0
"Älvkarleby","specialbostäder","uppgift saknas","2012",0
"Älvkarleby","specialbostäder","uppgift saknas","2013",0
"Älvkarleby","specialbostäder","uppgift saknas","2014",0
"Älvkarleby","specialbostäder","uppgift saknas","2015",0
"Älvkarleby","specialbostäder","uppgift saknas","2016",0
"Älvkarleby","specialbostäder","uppgift saknas","2017",0
"Älvkarleby","specialbostäder","uppgift saknas","2018",0
"Älvkarleby","specialbostäder","uppgift saknas","2019",0
"Älvkarleby","specialbostäder","uppgift saknas","2020",0
"Älvkarleby","specialbostäder","uppgift saknas","2021",0
"Älvkarleby","specialbostäder","uppgift saknas","2022",0
"Älvkarleby","specialbostäder","uppgift saknas","2023",0
"Älvkarleby","specialbostäder","uppgift saknas","2024",0
"Knivsta","småhus","hyresrätt","1990",45
"Knivsta","småhus","hyresrätt","1991",67
"Knivsta","småhus","hyresrätt","1992",70
"Knivsta","småhus","hyresrätt","1993",72
"Knivsta","småhus","hyresrätt","1994",75
"Knivsta","småhus","hyresrätt","1995",80
"Knivsta","småhus","hyresrätt","1996",87
"Knivsta","småhus","hyresrätt","1997",101
"Knivsta","småhus","hyresrätt","1998",105
"Knivsta","småhus","hyresrätt","1999",113
"Knivsta","småhus","hyresrätt","2000",116
"Knivsta","småhus","hyresrätt","2001",119
"Knivsta","småhus","hyresrätt","2002",121
"Knivsta","småhus","hyresrätt","2003",124
"Knivsta","småhus","hyresrätt","2004",127
"Knivsta","småhus","hyresrätt","2005",130
"Knivsta","småhus","hyresrätt","2006",132
"Knivsta","småhus","hyresrätt","2007",135
"Knivsta","småhus","hyresrätt","2008",138
"Knivsta","småhus","hyresrätt","2009",141
"Knivsta","småhus","hyresrätt","2010",143
"Knivsta","småhus","hyresrätt","2011",146
"Knivsta","småhus","hyresrätt","2012",149
"Knivsta","småhus","hyresrätt","2013",149
"Knivsta","småhus","hyresrätt","2014",161
"Knivsta","småhus","hyresrätt","2015",173
"Knivsta","småhus","hyresrätt","2016",107
"Knivsta","småhus","hyresrätt","2017",112
"Knivsta","småhus","hyresrätt","2018",111
"Knivsta","småhus","hyresrätt","2019",110
"Knivsta","småhus","hyresrätt","2020",109
"Knivsta","småhus","hyresrätt","2021",112
"Knivsta","småhus","hyresrätt","2022",120
"Knivsta","småhus","hyresrätt","2023",128
"Knivsta","småhus","hyresrätt","2024",127
"Knivsta","småhus","bostadsrätt","1990",458
"Knivsta","småhus","bostadsrätt","1991",450
"Knivsta","småhus","bostadsrätt","1992",443
"Knivsta","småhus","bostadsrätt","1993",457
"Knivsta","småhus","bostadsrätt","1994",449
"Knivsta","småhus","bostadsrätt","1995",442
"Knivsta","småhus","bostadsrätt","1996",434
"Knivsta","småhus","bostadsrätt","1997",427
"Knivsta","småhus","bostadsrätt","1998",419
"Knivsta","småhus","bostadsrätt","1999",411
"Knivsta","småhus","bostadsrätt","2000",404
"Knivsta","småhus","bostadsrätt","2001",396
"Knivsta","småhus","bostadsrätt","2002",388
"Knivsta","småhus","bostadsrätt","2003",381
"Knivsta","småhus","bostadsrätt","2004",373
"Knivsta","småhus","bostadsrätt","2005",365
"Knivsta","småhus","bostadsrätt","2006",370
"Knivsta","småhus","bostadsrätt","2007",362
"Knivsta","småhus","bostadsrätt","2008",355
"Knivsta","småhus","bostadsrätt","2009",361
"Knivsta","småhus","bostadsrätt","2010",353
"Knivsta","småhus","bostadsrätt","2011",361
"Knivsta","småhus","bostadsrätt","2012",353
"Knivsta","småhus","bostadsrätt","2013",353
"Knivsta","småhus","bostadsrätt","2014",353
"Knivsta","småhus","bostadsrätt","2015",377
"Knivsta","småhus","bostadsrätt","2016",393
"Knivsta","småhus","bostadsrätt","2017",495
"Knivsta","småhus","bostadsrätt","2018",495
"Knivsta","småhus","bostadsrätt","2019",495
"Knivsta","småhus","bostadsrätt","2020",496
"Knivsta","småhus","bostadsrätt","2021",532
"Knivsta","småhus","bostadsrätt","2022",571
"Knivsta","småhus","bostadsrätt","2023",610
"Knivsta","småhus","bostadsrätt","2024",639
"Knivsta","småhus","äganderätt","1990",2435
"Knivsta","småhus","äganderätt","1991",2517
"Knivsta","småhus","äganderätt","1992",2561
"Knivsta","småhus","äganderätt","1993",2591
"Knivsta","småhus","äganderätt","1994",2616
"Knivsta","småhus","äganderätt","1995",2642
"Knivsta","småhus","äganderätt","1996",2660
"Knivsta","småhus","äganderätt","1997",2674
"Knivsta","småhus","äganderätt","1998",2689
"Knivsta","småhus","äganderätt","1999",2707
"Knivsta","småhus","äganderätt","2000",2733
"Knivsta","småhus","äganderätt","2001",2754
"Knivsta","småhus","äganderätt","2002",2816
"Knivsta","småhus","äganderätt","2003",3033
"Knivsta","småhus","äganderätt","2004",3122
"Knivsta","småhus","äganderätt","2005",3192
"Knivsta","småhus","äganderätt","2006",3254
"Knivsta","småhus","äganderätt","2007",3313
"Knivsta","småhus","äganderätt","2008",3385
"Knivsta","småhus","äganderätt","2009",3476
"Knivsta","småhus","äganderätt","2010",3543
"Knivsta","småhus","äganderätt","2011",3590
"Knivsta","småhus","äganderätt","2012",3635
"Knivsta","småhus","äganderätt","2013",3687
"Knivsta","småhus","äganderätt","2014",3714
"Knivsta","småhus","äganderätt","2015",3779
"Knivsta","småhus","äganderätt","2016",3930
"Knivsta","småhus","äganderätt","2017",3987
"Knivsta","småhus","äganderätt","2018",4020
"Knivsta","småhus","äganderätt","2019",4022
"Knivsta","småhus","äganderätt","2020",4066
"Knivsta","småhus","äganderätt","2021",4109
"Knivsta","småhus","äganderätt","2022",4170
"Knivsta","småhus","äganderätt","2023",4185
"Knivsta","småhus","äganderätt","2024",4220
"Knivsta","småhus","uppgift saknas","1990",0
"Knivsta","småhus","uppgift saknas","1991",0
"Knivsta","småhus","uppgift saknas","1992",0
"Knivsta","småhus","uppgift saknas","1993",0
"Knivsta","småhus","uppgift saknas","1994",0
"Knivsta","småhus","uppgift saknas","1995",0
"Knivsta","småhus","uppgift saknas","1996",0
"Knivsta","småhus","uppgift saknas","1997",0
"Knivsta","småhus","uppgift saknas","1998",0
"Knivsta","småhus","uppgift saknas","1999",0
"Knivsta","småhus","uppgift saknas","2000",0
"Knivsta","småhus","uppgift saknas","2001",0
"Knivsta","småhus","uppgift saknas","2002",0
"Knivsta","småhus","uppgift saknas","2003",0
"Knivsta","småhus","uppgift saknas","2004",0
"Knivsta","småhus","uppgift saknas","2005",0
"Knivsta","småhus","uppgift saknas","2006",0
"Knivsta","småhus","uppgift saknas","2007",0
"Knivsta","småhus","uppgift saknas","2008",0
"Knivsta","småhus","uppgift saknas","2009",0
"Knivsta","småhus","uppgift saknas","2010",0
"Knivsta","småhus","uppgift saknas","2011",0
"Knivsta","småhus","uppgift saknas","2012",0
"Knivsta","småhus","uppgift saknas","2013",18
"Knivsta","småhus","uppgift saknas","2014",28
"Knivsta","småhus","uppgift saknas","2015",16
"Knivsta","småhus","uppgift saknas","2016",33
"Knivsta","småhus","uppgift saknas","2017",25
"Knivsta","småhus","uppgift saknas","2018",25
"Knivsta","småhus","uppgift saknas","2019",26
"Knivsta","småhus","uppgift saknas","2020",26
"Knivsta","småhus","uppgift saknas","2021",28
"Knivsta","småhus","uppgift saknas","2022",30
"Knivsta","småhus","uppgift saknas","2023",31
"Knivsta","småhus","uppgift saknas","2024",32
"Knivsta","flerbostadshus","hyresrätt","1990",624
"Knivsta","flerbostadshus","hyresrätt","1991",681
"Knivsta","flerbostadshus","hyresrätt","1992",682
"Knivsta","flerbostadshus","hyresrätt","1993",684
"Knivsta","flerbostadshus","hyresrätt","1994",685
"Knivsta","flerbostadshus","hyresrätt","1995",687
"Knivsta","flerbostadshus","hyresrätt","1996",693
"Knivsta","flerbostadshus","hyresrätt","1997",699
"Knivsta","flerbostadshus","hyresrätt","1998",703
"Knivsta","flerbostadshus","hyresrätt","1999",736
"Knivsta","flerbostadshus","hyresrätt","2000",738
"Knivsta","flerbostadshus","hyresrätt","2001",767
"Knivsta","flerbostadshus","hyresrätt","2002",768
"Knivsta","flerbostadshus","hyresrätt","2003",776
"Knivsta","flerbostadshus","hyresrätt","2004",777
"Knivsta","flerbostadshus","hyresrätt","2005",779
"Knivsta","flerbostadshus","hyresrätt","2006",780
"Knivsta","flerbostadshus","hyresrätt","2007",788
"Knivsta","flerbostadshus","hyresrätt","2008",790
"Knivsta","flerbostadshus","hyresrätt","2009",791
"Knivsta","flerbostadshus","hyresrätt","2010",793
"Knivsta","flerbostadshus","hyresrätt","2011",925
"Knivsta","flerbostadshus","hyresrätt","2012",927
"Knivsta","flerbostadshus","hyresrätt","2013",757
"Knivsta","flerbostadshus","hyresrätt","2014",891
"Knivsta","flerbostadshus","hyresrätt","2015",794
"Knivsta","flerbostadshus","hyresrätt","2016",794
"Knivsta","flerbostadshus","hyresrätt","2017",835
"Knivsta","flerbostadshus","hyresrätt","2018",793
"Knivsta","flerbostadshus","hyresrätt","2019",820
"Knivsta","flerbostadshus","hyresrätt","2020",1056
"Knivsta","flerbostadshus","hyresrätt","2021",1194
"Knivsta","flerbostadshus","hyresrätt","2022",1336
"Knivsta","flerbostadshus","hyresrätt","2023",1549
"Knivsta","flerbostadshus","hyresrätt","2024",2011
"Knivsta","flerbostadshus","bostadsrätt","1990",555
"Knivsta","flerbostadshus","bostadsrätt","1991",558
"Knivsta","flerbostadshus","bostadsrätt","1992",561
"Knivsta","flerbostadshus","bostadsrätt","1993",564
"Knivsta","flerbostadshus","bostadsrätt","1994",567
"Knivsta","flerbostadshus","bostadsrätt","1995",570
"Knivsta","flerbostadshus","bostadsrätt","1996",573
"Knivsta","flerbostadshus","bostadsrätt","1997",576
"Knivsta","flerbostadshus","bostadsrätt","1998",579
"Knivsta","flerbostadshus","bostadsrätt","1999",582
"Knivsta","flerbostadshus","bostadsrätt","2000",585
"Knivsta","flerbostadshus","bostadsrätt","2001",588
"Knivsta","flerbostadshus","bostadsrätt","2002",590
"Knivsta","flerbostadshus","bostadsrätt","2003",593
"Knivsta","flerbostadshus","bostadsrätt","2004",596
"Knivsta","flerbostadshus","bostadsrätt","2005",599
"Knivsta","flerbostadshus","bostadsrätt","2006",602
"Knivsta","flerbostadshus","bostadsrätt","2007",660
"Knivsta","flerbostadshus","bostadsrätt","2008",663
"Knivsta","flerbostadshus","bostadsrätt","2009",690
"Knivsta","flerbostadshus","bostadsrätt","2010",693
"Knivsta","flerbostadshus","bostadsrätt","2011",734
"Knivsta","flerbostadshus","bostadsrätt","2012",753
"Knivsta","flerbostadshus","bostadsrätt","2013",747
"Knivsta","flerbostadshus","bostadsrätt","2014",922
"Knivsta","flerbostadshus","bostadsrätt","2015",1058
"Knivsta","flerbostadshus","bostadsrätt","2016",1102
"Knivsta","flerbostadshus","bostadsrätt","2017",1104
"Knivsta","flerbostadshus","bostadsrätt","2018",1471
"Knivsta","flerbostadshus","bostadsrätt","2019",1500
"Knivsta","flerbostadshus","bostadsrätt","2020",1500
"Knivsta","flerbostadshus","bostadsrätt","2021",1709
"Knivsta","flerbostadshus","bostadsrätt","2022",1754
"Knivsta","flerbostadshus","bostadsrätt","2023",1752
"Knivsta","flerbostadshus","bostadsrätt","2024",1752
"Knivsta","flerbostadshus","äganderätt","1990",0
"Knivsta","flerbostadshus","äganderätt","1991",0
"Knivsta","flerbostadshus","äganderätt","1992",0
"Knivsta","flerbostadshus","äganderätt","1993",0
"Knivsta","flerbostadshus","äganderätt","1994",0
"Knivsta","flerbostadshus","äganderätt","1995",0
"Knivsta","flerbostadshus","äganderätt","1996",0
"Knivsta","flerbostadshus","äganderätt","1997",0
"Knivsta","flerbostadshus","äganderätt","1998",0
"Knivsta","flerbostadshus","äganderätt","1999",0
"Knivsta","flerbostadshus","äganderätt","2000",0
"Knivsta","flerbostadshus","äganderätt","2001",0
"Knivsta","flerbostadshus","äganderätt","2002",0
"Knivsta","flerbostadshus","äganderätt","2003",0
"Knivsta","flerbostadshus","äganderätt","2004",0
"Knivsta","flerbostadshus","äganderätt","2005",0
"Knivsta","flerbostadshus","äganderätt","2006",0
"Knivsta","flerbostadshus","äganderätt","2007",0
"Knivsta","flerbostadshus","äganderätt","2008",0
"Knivsta","flerbostadshus","äganderätt","2009",0
"Knivsta","flerbostadshus","äganderätt","2010",0
"Knivsta","flerbostadshus","äganderätt","2011",0
"Knivsta","flerbostadshus","äganderätt","2012",0
"Knivsta","flerbostadshus","äganderätt","2013",0
"Knivsta","flerbostadshus","äganderätt","2014",0
"Knivsta","flerbostadshus","äganderätt","2015",0
"Knivsta","flerbostadshus","äganderätt","2016",0
"Knivsta","flerbostadshus","äganderätt","2017",0
"Knivsta","flerbostadshus","äganderätt","2018",0
"Knivsta","flerbostadshus","äganderätt","2019",0
"Knivsta","flerbostadshus","äganderätt","2020",0
"Knivsta","flerbostadshus","äganderätt","2021",0
"Knivsta","flerbostadshus","äganderätt","2022",0
"Knivsta","flerbostadshus","äganderätt","2023",0
"Knivsta","flerbostadshus","äganderätt","2024",0
"Knivsta","flerbostadshus","uppgift saknas","1990",0
"Knivsta","flerbostadshus","uppgift saknas","1991",0
"Knivsta","flerbostadshus","uppgift saknas","1992",0
"Knivsta","flerbostadshus","uppgift saknas","1993",0
"Knivsta","flerbostadshus","uppgift saknas","1994",0
"Knivsta","flerbostadshus","uppgift saknas","1995",0
"Knivsta","flerbostadshus","uppgift saknas","1996",0
"Knivsta","flerbostadshus","uppgift saknas","1997",0
"Knivsta","flerbostadshus","uppgift saknas","1998",0
"Knivsta","flerbostadshus","uppgift saknas","1999",0
"Knivsta","flerbostadshus","uppgift saknas","2000",0
"Knivsta","flerbostadshus","uppgift saknas","2001",0
"Knivsta","flerbostadshus","uppgift saknas","2002",0
"Knivsta","flerbostadshus","uppgift saknas","2003",0
"Knivsta","flerbostadshus","uppgift saknas","2004",0
"Knivsta","flerbostadshus","uppgift saknas","2005",0
"Knivsta","flerbostadshus","uppgift saknas","2006",0
"Knivsta","flerbostadshus","uppgift saknas","2007",0
"Knivsta","flerbostadshus","uppgift saknas","2008",0
"Knivsta","flerbostadshus","uppgift saknas","2009",0
"Knivsta","flerbostadshus","uppgift saknas","2010",0
"Knivsta","flerbostadshus","uppgift saknas","2011",0
"Knivsta","flerbostadshus","uppgift saknas","2012",0
"Knivsta","flerbostadshus","uppgift saknas","2013",0
"Knivsta","flerbostadshus","uppgift saknas","2014",30
"Knivsta","flerbostadshus","uppgift saknas","2015",0
"Knivsta","flerbostadshus","uppgift saknas","2016",0
"Knivsta","flerbostadshus","uppgift saknas","2017",0
"Knivsta","flerbostadshus","uppgift saknas","2018",0
"Knivsta","flerbostadshus","uppgift saknas","2019",0
"Knivsta","flerbostadshus","uppgift saknas","2020",0
"Knivsta","flerbostadshus","uppgift saknas","2021",0
"Knivsta","flerbostadshus","uppgift saknas","2022",0
"Knivsta","flerbostadshus","uppgift saknas","2023",0
"Knivsta","flerbostadshus","uppgift saknas","2024",0
"Knivsta","övriga hus","hyresrätt","1990",0
"Knivsta","övriga hus","hyresrätt","1991",0
"Knivsta","övriga hus","hyresrätt","1992",0
"Knivsta","övriga hus","hyresrätt","1993",0
"Knivsta","övriga hus","hyresrätt","1994",0
"Knivsta","övriga hus","hyresrätt","1995",0
"Knivsta","övriga hus","hyresrätt","1996",0
"Knivsta","övriga hus","hyresrätt","1997",0
"Knivsta","övriga hus","hyresrätt","1998",0
"Knivsta","övriga hus","hyresrätt","1999",0
"Knivsta","övriga hus","hyresrätt","2000",0
"Knivsta","övriga hus","hyresrätt","2001",0
"Knivsta","övriga hus","hyresrätt","2002",0
"Knivsta","övriga hus","hyresrätt","2003",0
"Knivsta","övriga hus","hyresrätt","2004",0
"Knivsta","övriga hus","hyresrätt","2005",0
"Knivsta","övriga hus","hyresrätt","2006",0
"Knivsta","övriga hus","hyresrätt","2007",0
"Knivsta","övriga hus","hyresrätt","2008",0
"Knivsta","övriga hus","hyresrätt","2009",0
"Knivsta","övriga hus","hyresrätt","2010",0
"Knivsta","övriga hus","hyresrätt","2011",0
"Knivsta","övriga hus","hyresrätt","2012",0
"Knivsta","övriga hus","hyresrätt","2013",17
"Knivsta","övriga hus","hyresrätt","2014",19
"Knivsta","övriga hus","hyresrätt","2015",18
"Knivsta","övriga hus","hyresrätt","2016",19
"Knivsta","övriga hus","hyresrätt","2017",19
"Knivsta","övriga hus","hyresrätt","2018",20
"Knivsta","övriga hus","hyresrätt","2019",19
"Knivsta","övriga hus","hyresrätt","2020",18
"Knivsta","övriga hus","hyresrätt","2021",20
"Knivsta","övriga hus","hyresrätt","2022",19
"Knivsta","övriga hus","hyresrätt","2023",22
"Knivsta","övriga hus","hyresrätt","2024",23
"Knivsta","övriga hus","bostadsrätt","1990",0
"Knivsta","övriga hus","bostadsrätt","1991",0
"Knivsta","övriga hus","bostadsrätt","1992",0
"Knivsta","övriga hus","bostadsrätt","1993",0
"Knivsta","övriga hus","bostadsrätt","1994",0
"Knivsta","övriga hus","bostadsrätt","1995",0
"Knivsta","övriga hus","bostadsrätt","1996",0
"Knivsta","övriga hus","bostadsrätt","1997",0
"Knivsta","övriga hus","bostadsrätt","1998",0
"Knivsta","övriga hus","bostadsrätt","1999",0
"Knivsta","övriga hus","bostadsrätt","2000",0
"Knivsta","övriga hus","bostadsrätt","2001",0
"Knivsta","övriga hus","bostadsrätt","2002",0
"Knivsta","övriga hus","bostadsrätt","2003",0
"Knivsta","övriga hus","bostadsrätt","2004",0
"Knivsta","övriga hus","bostadsrätt","2005",0
"Knivsta","övriga hus","bostadsrätt","2006",0
"Knivsta","övriga hus","bostadsrätt","2007",0
"Knivsta","övriga hus","bostadsrätt","2008",0
"Knivsta","övriga hus","bostadsrätt","2009",0
"Knivsta","övriga hus","bostadsrätt","2010",0
"Knivsta","övriga hus","bostadsrätt","2011",0
"Knivsta","övriga hus","bostadsrätt","2012",0
"Knivsta","övriga hus","bostadsrätt","2013",6
"Knivsta","övriga hus","bostadsrätt","2014",6
"Knivsta","övriga hus","bostadsrätt","2015",0
"Knivsta","övriga hus","bostadsrätt","2016",0
"Knivsta","övriga hus","bostadsrätt","2017",0
"Knivsta","övriga hus","bostadsrätt","2018",0
"Knivsta","övriga hus","bostadsrätt","2019",0
"Knivsta","övriga hus","bostadsrätt","2020",0
"Knivsta","övriga hus","bostadsrätt","2021",0
"Knivsta","övriga hus","bostadsrätt","2022",0
"Knivsta","övriga hus","bostadsrätt","2023",0
"Knivsta","övriga hus","bostadsrätt","2024",0
"Knivsta","övriga hus","äganderätt","1990",0
"Knivsta","övriga hus","äganderätt","1991",0
"Knivsta","övriga hus","äganderätt","1992",0
"Knivsta","övriga hus","äganderätt","1993",0
"Knivsta","övriga hus","äganderätt","1994",0
"Knivsta","övriga hus","äganderätt","1995",0
"Knivsta","övriga hus","äganderätt","1996",0
"Knivsta","övriga hus","äganderätt","1997",0
"Knivsta","övriga hus","äganderätt","1998",0
"Knivsta","övriga hus","äganderätt","1999",0
"Knivsta","övriga hus","äganderätt","2000",0
"Knivsta","övriga hus","äganderätt","2001",0
"Knivsta","övriga hus","äganderätt","2002",0
"Knivsta","övriga hus","äganderätt","2003",0
"Knivsta","övriga hus","äganderätt","2004",0
"Knivsta","övriga hus","äganderätt","2005",0
"Knivsta","övriga hus","äganderätt","2006",0
"Knivsta","övriga hus","äganderätt","2007",0
"Knivsta","övriga hus","äganderätt","2008",0
"Knivsta","övriga hus","äganderätt","2009",0
"Knivsta","övriga hus","äganderätt","2010",0
"Knivsta","övriga hus","äganderätt","2011",0
"Knivsta","övriga hus","äganderätt","2012",0
"Knivsta","övriga hus","äganderätt","2013",0
"Knivsta","övriga hus","äganderätt","2014",0
"Knivsta","övriga hus","äganderätt","2015",0
"Knivsta","övriga hus","äganderätt","2016",0
"Knivsta","övriga hus","äganderätt","2017",0
"Knivsta","övriga hus","äganderätt","2018",0
"Knivsta","övriga hus","äganderätt","2019",0
"Knivsta","övriga hus","äganderätt","2020",0
"Knivsta","övriga hus","äganderätt","2021",0
"Knivsta","övriga hus","äganderätt","2022",0
"Knivsta","övriga hus","äganderätt","2023",0
"Knivsta","övriga hus","äganderätt","2024",0
"Knivsta","övriga hus","uppgift saknas","1990",0
"Knivsta","övriga hus","uppgift saknas","1991",0
"Knivsta","övriga hus","uppgift saknas","1992",0
"Knivsta","övriga hus","uppgift saknas","1993",0
"Knivsta","övriga hus","uppgift saknas","1994",0
"Knivsta","övriga hus","uppgift saknas","1995",0
"Knivsta","övriga hus","uppgift saknas","1996",0
"Knivsta","övriga hus","uppgift saknas","1997",0
"Knivsta","övriga hus","uppgift saknas","1998",0
"Knivsta","övriga hus","uppgift saknas","1999",0
"Knivsta","övriga hus","uppgift saknas","2000",0
"Knivsta","övriga hus","uppgift saknas","2001",0
"Knivsta","övriga hus","uppgift saknas","2002",0
"Knivsta","övriga hus","uppgift saknas","2003",0
"Knivsta","övriga hus","uppgift saknas","2004",0
"Knivsta","övriga hus","uppgift saknas","2005",0
"Knivsta","övriga hus","uppgift saknas","2006",0
"Knivsta","övriga hus","uppgift saknas","2007",0
"Knivsta","övriga hus","uppgift saknas","2008",0
"Knivsta","övriga hus","uppgift saknas","2009",0
"Knivsta","övriga hus","uppgift saknas","2010",0
"Knivsta","övriga hus","uppgift saknas","2011",0
"Knivsta","övriga hus","uppgift saknas","2012",0
"Knivsta","övriga hus","uppgift saknas","2013",0
"Knivsta","övriga hus","uppgift saknas","2014",0
"Knivsta","övriga hus","uppgift saknas","2015",0
"Knivsta","övriga hus","uppgift saknas","2016",0
"Knivsta","övriga hus","uppgift saknas","2017",0
"Knivsta","övriga hus","uppgift saknas","2018",0
"Knivsta","övriga hus","uppgift saknas","2019",0
"Knivsta","övriga hus","uppgift saknas","2020",0
"Knivsta","övriga hus","uppgift saknas","2021",0
"Knivsta","övriga hus","uppgift saknas","2022",0
"Knivsta","övriga hus","uppgift saknas","2023",0
"Knivsta","övriga hus","uppgift saknas","2024",0
"Knivsta","specialbostäder","hyresrätt","1990",0
"Knivsta","specialbostäder","hyresrätt","1991",0
"Knivsta","specialbostäder","hyresrätt","1992",0
"Knivsta","specialbostäder","hyresrätt","1993",0
"Knivsta","specialbostäder","hyresrätt","1994",0
"Knivsta","specialbostäder","hyresrätt","1995",0
"Knivsta","specialbostäder","hyresrätt","1996",0
"Knivsta","specialbostäder","hyresrätt","1997",0
"Knivsta","specialbostäder","hyresrätt","1998",0
"Knivsta","specialbostäder","hyresrätt","1999",0
"Knivsta","specialbostäder","hyresrätt","2000",0
"Knivsta","specialbostäder","hyresrätt","2001",0
"Knivsta","specialbostäder","hyresrätt","2002",0
"Knivsta","specialbostäder","hyresrätt","2003",0
